"participant_id","data_id","order","answer","score","instrument","domain","varcond","competition"
8,64,"b",2,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Michinoku Tsugaru shamisen Competion"
8,62,"b",1,0,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
8,68,"b",2,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
9,22,"b",2,1,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
9,25,"a",1,1,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
9,7,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
9,35,"a",2,0,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
9,1,"b",1,0,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
9,18,"b",1,0,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
9,14,"a",1,1,"Piano","Visual-only","low-variance","San Marino Piano Competition"
9,13,"b",1,0,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
9,27,"b",2,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
9,45,"b",2,1,"Piano (additional)","Visual-only","low-variance","International Franz Liszt Piano Competition"
9,29,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
9,33,"b",2,1,"Piano","Visual-only","high-variance","San Marino Piano Competition"
9,28,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
9,48,"a",2,0,"Violin","Visual-only","low-variance","Queen Elisabeth Competition"
9,46,"b",2,1,"Piano (additional)","Visual-only","low-variance","Cleveland International Piano Competition"
9,15,"b",2,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
9,23,"b",2,1,"Piano","Audio-only","high-variance","San Marino Piano Competition"
9,37,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
9,24,"a",1,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
9,43,"b",2,1,"Violin","Audio-only","low-variance","Joseph Joachim International Violin Competition Hannover"
9,16,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
9,19,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
9,39,"a",2,0,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
9,3,"b",2,1,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
9,4,"a",2,0,"Piano","Audio-only","low-variance","San Marino Piano Competition"
9,47,"b",1,0,"Violin","Visual-only","low-variance","Joseph Joachim International Violin Competition Hannover"
9,32,"b",2,1,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
9,38,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
9,40,"b",1,0,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
9,9,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
9,20,"b",2,1,"Tsugaru shamisen","Visual-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
9,42,"b",2,1,"Piano (additional)","Audio-only","low-variance","Cleveland International Piano Competition"
9,36,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Michinoku Tsugaru shamisen Competion"
9,12,"a",1,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
9,26,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Michinoku Tsugaru shamisen Competion"
9,17,"a",2,0,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
9,10,"a",1,1,"Tsugaru shamisen","Audio-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
9,34,"a",1,1,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
9,31,"a",2,0,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
9,41,"a",2,0,"Piano (additional)","Audio-only","low-variance","International Franz Liszt Piano Competition"
9,21,"a",1,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
9,2,"b",2,1,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
9,30,"b",2,1,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
9,5,"b",2,1,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
9,44,"a",2,0,"Violin","Audio-only","low-variance","Queen Elisabeth Competition"
9,6,"a",1,1,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
9,8,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
9,11,"a",1,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
9,57,"b",1,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
9,55,"a",2,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
9,52,"b",1,0,"Piano","Audio-Visual","low-variance","San Marino Piano Competition"
9,53,"a",1,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
9,61,"a",1,1,"Piano","Audio-Visual","high-variance","San Marino Piano Competition"
9,51,"b",2,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
9,66,"b",2,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
9,56,"b",1,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
9,72,"a",2,0,"Violin","Audio-Visual","low-variance","Queen Elisabeth Competition"
9,60,"b",2,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
9,63,"a",1,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
9,59,"a",2,0,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
9,49,"a",1,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
9,58,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Hirosaki Tsugaru shamisen Competion"
9,69,"a",1,1,"Piano (additional)","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
9,70,"a",1,1,"Piano (additional)","Audio-Visual","low-variance","Cleveland International Piano Competition"
9,64,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Michinoku Tsugaru shamisen Competion"
9,65,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
9,54,"a",1,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
9,67,"b",2,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
9,71,"a",2,0,"Violin","Audio-Visual","low-variance","Joseph Joachim International Violin Competition Hannover"
9,62,"b",2,1,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
9,50,"a",1,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
9,68,"b",2,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
